id,client_id,transaction,amount,date,status
T00001062,CUS000307,Deposit,576.36,2025-09-15,Failed
T00001063,CUS000812,Deposit,6331.44,2025-07-20,Completed
T00001064,CUS000253,Withdrawal,7612.56,2025-07-18,Completed
T00001065,CUS000319,Withdrawal,3755.49,2025-07-06,Completed
T00001066,CUS000425,Withdrawal,492.72,2025-09-12,Pending
T00001067,CUS000854,Deposit,9560.81,2025-08-18,Completed
T00001068,CUS000532,Withdrawal,2882.71,2025-08-26,Completed
T00001069,CUS000489,Withdrawal,4691.24,2025-06-29,Completed
T00001070,CUS000920,Deposit,6684.89,2025-08-21,Completed
T00001071,CUS000191,Withdrawal,2679.76,2025-09-19,Completed
T00001072,CUS000202,Deposit,7168.55,2025-08-20,Completed
T00001073,CUS000155,Withdrawal,3077.17,2025-08-07,Completed
T00001074,CUS000904,Withdrawal,7339.32,2025-09-17,Pending
T00001075,CUS000999,Withdrawal,3251.72,2025-07-07,Pending
T00001076,CUS000839,Deposit,8048.21,2025-09-11,Completed
T00001077,CUS000878,Deposit,7784.42,2025-08-01,Completed
T00001078,CUS000966,Withdrawal,1226.80,2025-09-18,Completed
T00001079,CUS000731,Deposit,4857.60,2025-08-08,Completed
T00001080,CUS000024,Deposit,4388.58,2025-06-27,Completed
T00001081,CUS000829,Deposit,1614.53,2025-08-17,Completed
T00001082,CUS000931,Deposit,1216.29,2025-06-10,Completed
T00001083,CUS000868,Deposit,4706.47,2025-08-16,Completed
T00001084,CUS000721,Deposit,4535.30,2025-08-26,Completed
T00001085,CUS000043,Withdrawal,2918.93,2025-07-21,Failed
T00001086,CUS000375,Withdrawal,9946.09,2025-08-05,Completed
T00001087,CUS000201,Deposit,1750.79,2025-06-21,Pending
T00001088,CUS000551,Deposit,9777.60,2025-07-20,Completed
T00001089,CUS000868,Withdrawal,1490.07,2025-06-01,Completed
T00001090,CUS000661,Deposit,1917.66,2025-06-08,Completed
T00001091,CUS000631,Deposit,7033.96,2025-06-21,Completed
T00001092,CUS000257,Deposit,8774.94,2025-08-31,Completed
T00001093,CUS000948,Deposit,4341.54,2025-08-05,Completed
T00001094,CUS000642,Withdrawal,7417.27,2025-06-14,Completed
T00001095,CUS000070,Deposit,5448.42,2025-08-18,Completed
T00001096,CUS000011,Deposit,76.17,2025-07-17,Completed
T00001097,CUS000125,Deposit,4105.38,2025-09-09,Completed
T00001098,CUS000592,Withdrawal,8051.78,2025-06-07,Completed
T00001099,CUS000403,Deposit,4384.24,2025-08-10,Completed
T00001100,CUS000128,Deposit,1830.44,2025-08-22,Completed
T00001101,CUS000357,Deposit,6886.27,2025-07-02,Completed
T00001102,CUS000875,Withdrawal,3265.83,2025-06-08,Completed
T00001103,CUS000095,Deposit,8299.10,2025-09-19,Completed
T00001104,CUS000666,Deposit,4155.25,2025-06-28,Pending
T00001105,CUS000372,Withdrawal,4273.01,2025-05-27,Completed
T00001106,CUS000100,Deposit,6134.05,2025-08-10,Pending
T00001107,CUS000209,Deposit,7419.68,2025-07-24,Completed
T00001108,CUS000843,Deposit,8492.32,2025-07-16,Completed
T00001109,CUS000020,Deposit,4300.44,2025-06-02,Completed
T00001110,CUS000423,Deposit,6737.72,2025-09-06,Pending
T00001111,CUS000561,Withdrawal,7661.95,2025-07-08,Failed
T00001112,CUS000235,Deposit,2619.11,2025-08-19,Pending
T00001113,CUS000730,Deposit,7902.39,2025-09-07,Completed
T00001114,CUS000105,Withdrawal,96.37,2025-08-13,Completed
T00001115,CUS000828,Withdrawal,304.04,2025-08-07,Completed
T00001116,CUS000758,Withdrawal,4623.85,2025-08-13,Completed
T00001117,CUS000120,Deposit,8145.84,2025-06-13,Completed
T00001118,CUS000442,Deposit,2690.33,2025-08-23,Failed
T00001119,CUS000538,Withdrawal,3437.50,2025-09-07,Completed
T00001120,CUS000380,Deposit,3811.21,2025-06-12,Completed
T00001121,CUS000010,Deposit,3132.28,2025-08-19,Pending
T00001122,CUS000336,Withdrawal,1315.64,2025-08-06,Completed
T00001123,CUS000678,Withdrawal,4830.93,2025-08-29,Completed
T00001124,CUS000540,Deposit,1590.91,2025-06-06,Completed
T00001125,CUS000708,Withdrawal,5756.57,2025-08-02,Completed
T00001126,CUS000436,Deposit,3698.07,2025-08-03,Completed
T00001127,CUS000400,Withdrawal,1736.64,2025-06-18,Completed
T00001128,CUS000362,Withdrawal,9456.77,2025-09-22,Completed
T00001129,CUS000684,Deposit,3302.49,2025-09-23,Completed
T00001130,CUS000189,Deposit,2679.09,2025-06-19,Completed
T00001131,CUS000896,Withdrawal,4445.14,2025-07-19,Completed
T00001132,CUS000863,Withdrawal,4748.55,2025-08-23,Completed
T00001133,CUS000265,Deposit,9866.83,2025-05-27,Completed
T00001134,CUS000317,Withdrawal,7005.21,2025-07-18,Completed
T00001135,CUS000104,Withdrawal,5779.38,2025-09-07,Completed
T00001136,CUS000850,Deposit,8445.12,2025-07-09,Completed
T00001137,CUS000434,Deposit,428.02,2025-08-27,Completed
T00001138,CUS000232,Withdrawal,5506.78,2025-07-14,Completed
T00001139,CUS000466,Deposit,4321.21,2025-07-29,Completed
T00001140,CUS000888,Withdrawal,6155.94,2025-08-14,Completed
T00001141,CUS000679,Deposit,4707.28,2025-07-23,Pending
T00001142,CUS000275,Withdrawal,4177.02,2025-09-14,Completed
T00001143,CUS000276,Deposit,6718.79,2025-07-15,Failed
T00001144,CUS000483,Deposit,1833.38,2025-09-10,Failed
T00001145,CUS000129,Deposit,6991.63,2025-06-02,Completed
T00001146,CUS000131,Withdrawal,7763.61,2025-07-31,Completed
T00001147,CUS000101,Deposit,4598.42,2025-08-31,Completed
T00001148,CUS000648,Withdrawal,7936.18,2025-07-05,Completed
T00001149,CUS000221,Deposit,4289.85,2025-09-11,Completed
T00001150,CUS000439,Deposit,8958.87,2025-07-23,Completed
T00001151,CUS000197,Withdrawal,8549.51,2025-07-23,Completed
T00001152,CUS000515,Deposit,3837.28,2025-07-05,Completed
T00001153,CUS000876,Deposit,1888.20,2025-08-07,Completed
T00001154,CUS000809,Deposit,3717.81,2025-08-17,Completed
T00001155,CUS000494,Withdrawal,9189.89,2025-06-08,Failed
T00001156,CUS000206,Deposit,7206.12,2025-09-14,Pending
T00001157,CUS000558,Withdrawal,3294.30,2025-06-23,Completed
T00001158,CUS000318,Withdrawal,7838.31,2025-09-21,Failed
T00001159,CUS000012,Withdrawal,5242.98,2025-07-27,Failed
T00001160,CUS000573,Withdrawal,429.59,2025-09-11,Completed
T00001161,CUS000640,Deposit,3117.69,2025-08-16,Completed
T00001162,CUS000330,Deposit,847.32,2025-08-18,Completed
T00001163,CUS000991,Withdrawal,2348.96,2025-06-15,Pending
T00001164,CUS000047,Withdrawal,6105.03,2025-09-14,Completed
T00001165,CUS000175,Deposit,2612.37,2025-06-02,Completed
T00001166,CUS000020,Withdrawal,5695.85,2025-08-16,Pending
T00001167,CUS000058,Withdrawal,5042.84,2025-06-26,Completed
T00001168,CUS000285,Deposit,2996.70,2025-08-24,Failed
T00001169,CUS000535,Withdrawal,9238.33,2025-08-24,Completed
T00001170,CUS000817,Withdrawal,1815.57,2025-09-16,Pending
T00001171,CUS000108,Withdrawal,1090.55,2025-09-16,Pending
T00001172,CUS000728,Deposit,4375.53,2025-08-09,Completed
T00001173,CUS000748,Deposit,3545.72,2025-08-24,Completed
T00001174,CUS000006,Withdrawal,9128.25,2025-07-09,Pending
T00001175,CUS000966,Deposit,5526.43,2025-09-02,Pending
T00001176,CUS000329,Deposit,3492.67,2025-07-18,Completed
T00001177,CUS000601,Deposit,4296.14,2025-08-04,Completed
T00001178,CUS000304,Deposit,9468.02,2025-09-01,Completed
T00001179,CUS000661,Deposit,145.09,2025-07-25,Completed
T00001180,CUS000702,Deposit,6838.05,2025-05-27,Completed
T00001181,CUS000699,Deposit,7251.58,2025-07-02,Completed
T00001182,CUS000777,Deposit,797.02,2025-06-29,Completed
T00001183,CUS000969,Deposit,8136.56,2025-09-16,Completed
T00001184,CUS000904,Withdrawal,5149.90,2025-08-02,Completed
T00001185,CUS000230,Withdrawal,8529.74,2025-07-20,Pending
T00001186,CUS000061,Deposit,961.50,2025-08-22,Completed
T00001187,CUS000233,Withdrawal,4293.06,2025-06-23,Completed
T00001188,CUS000339,Withdrawal,8917.81,2025-07-05,Completed
T00001189,CUS000222,Withdrawal,5711.88,2025-08-23,Completed
T00001190,CUS000242,Deposit,1307.51,2025-06-12,Completed
T00001191,CUS000173,Deposit,3983.26,2025-08-17,Failed
T00001192,CUS000522,Deposit,6894.36,2025-08-09,Pending
T00001193,CUS000358,Deposit,9081.05,2025-07-22,Completed
T00001194,CUS000071,Withdrawal,5437.66,2025-08-13,Completed
T00001195,CUS000962,Withdrawal,8983.22,2025-07-27,Completed
T00001196,CUS000001,Withdrawal,8997.04,2025-07-05,Completed
T00001197,CUS000188,Deposit,845.06,2025-07-22,Completed
T00001198,CUS000998,Withdrawal,4281.84,2025-06-06,Completed
T00001199,CUS000568,Deposit,4270.54,2025-08-14,Completed
T00001200,CUS000802,Deposit,3161.89,2025-06-09,Completed
T00001201,CUS000243,Deposit,4212.07,2025-08-21,Completed
T00001202,CUS000423,Withdrawal,7542.10,2025-09-02,Completed
T00001203,CUS000984,Withdrawal,1755.15,2025-06-13,Completed
T00001204,CUS000036,Deposit,1699.62,2025-08-25,Pending
T00001205,CUS000771,Withdrawal,552.74,2025-06-08,Completed
T00001206,CUS000183,Deposit,7603.94,2025-07-17,Pending
T00001207,CUS000912,Deposit,1689.59,2025-09-13,Completed
T00001208,CUS000790,Deposit,2830.93,2025-07-03,Pending
T00001209,CUS000505,Deposit,8095.36,2025-07-09,Completed
T00001210,CUS000861,Deposit,7622.56,2025-08-27,Completed
T00001211,CUS000137,Deposit,1848.96,2025-08-10,Completed
T00001212,CUS000891,Withdrawal,3006.31,2025-07-01,Completed
T00001213,CUS000705,Deposit,949.11,2025-08-20,Completed
T00001214,CUS000937,Deposit,3123.68,2025-07-11,Failed
T00001215,CUS000405,Deposit,7017.72,2025-07-26,Pending
T00001216,CUS000010,Withdrawal,7291.37,2025-05-29,Completed
T00001217,CUS000634,Deposit,3612.52,2025-09-07,Failed
T00001218,CUS000498,Deposit,7848.67,2025-08-02,Failed
T00001219,CUS000360,Deposit,7230.42,2025-08-26,Completed
T00001220,CUS000283,Deposit,6933.36,2025-08-05,Completed
T00001221,CUS000280,Deposit,5264.70,2025-07-23,Completed
T00001222,CUS000506,Deposit,7617.19,2025-09-22,Completed
T00001223,CUS000096,Withdrawal,6439.53,2025-09-06,Completed
T00001224,CUS000767,Withdrawal,582.39,2025-06-27,Failed
T00001225,CUS000681,Deposit,9163.50,2025-09-16,Completed
T00001226,CUS000468,Deposit,2990.07,2025-09-13,Pending
T00001227,CUS000138,Withdrawal,6084.05,2025-09-09,Completed
T00001228,CUS000889,Withdrawal,876.19,2025-08-07,Completed
T00001229,CUS000363,Deposit,667.00,2025-08-08,Pending
T00001230,CUS000730,Withdrawal,9250.09,2025-05-27,Pending
T00001231,CUS000512,Deposit,9375.72,2025-05-31,Completed
T00001232,CUS000175,Withdrawal,9828.54,2025-07-24,Completed
T00001233,CUS000309,Deposit,1360.76,2025-05-27,Completed
T00001234,CUS000718,Deposit,7703.48,2025-06-09,Completed
T00001235,CUS000706,Withdrawal,2068.94,2025-09-14,Completed
T00001236,CUS000733,Withdrawal,4031.72,2025-08-03,Completed
T00001237,CUS000017,Withdrawal,9337.93,2025-06-18,Pending
T00001238,CUS000583,Deposit,2492.01,2025-06-29,Completed
T00001239,CUS000463,Withdrawal,3411.34,2025-06-10,Completed
T00001240,CUS000798,Withdrawal,5605.84,2025-05-28,Completed
T00001241,CUS000722,Deposit,6932.93,2025-09-23,Completed
T00001242,CUS000013,Withdrawal,6851.40,2025-07-18,Completed
T00001243,CUS000203,Deposit,1342.10,2025-08-11,Completed
T00001244,CUS000054,Withdrawal,7929.25,2025-07-20,Completed
T00001245,CUS000832,Withdrawal,2226.67,2025-09-18,Completed
T00001246,CUS000461,Deposit,4270.26,2025-05-29,Completed
T00001247,CUS000468,Deposit,6830.60,2025-09-14,Completed
T00001248,CUS000550,Deposit,4802.75,2025-07-03,Completed
T00001249,CUS000250,Deposit,3549.26,2025-08-04,Completed
T00001250,CUS000334,Deposit,5758.80,2025-08-09,Pending
T00001251,CUS000849,Withdrawal,5968.24,2025-07-01,Completed
T00001252,CUS000109,Deposit,4118.56,2025-07-23,Pending
T00001253,CUS000956,Deposit,7081.68,2025-08-07,Completed
T00001254,CUS000883,Withdrawal,8939.95,2025-09-15,Completed
T00001255,CUS000620,Withdrawal,5388.58,2025-08-10,Pending
T00001256,CUS000551,Withdrawal,1122.42,2025-07-31,Completed
T00001257,CUS000865,Deposit,4326.51,2025-08-15,Completed
T00001258,CUS000156,Deposit,6777.13,2025-06-12,Completed
T00001259,CUS000186,Withdrawal,624.77,2025-06-13,Failed
T00001260,CUS000360,Withdrawal,8662.44,2025-07-24,Completed
T00001261,CUS000874,Deposit,7916.04,2025-07-08,Pending
T00001262,CUS000075,Withdrawal,7174.92,2025-05-31,Completed
T00001263,CUS000950,Deposit,545.78,2025-08-29,Completed
T00001264,CUS000340,Deposit,119.88,2025-08-18,Completed
T00001265,CUS000372,Deposit,5951.20,2025-09-10,Completed
T00001266,CUS000822,Withdrawal,1971.05,2025-08-13,Completed
T00001267,CUS000374,Deposit,8468.89,2025-08-31,Completed
T00001268,CUS000008,Deposit,3575.00,2025-09-21,Completed
T00001269,CUS000455,Withdrawal,8831.45,2025-05-30,Completed
T00001270,CUS000227,Deposit,1358.78,2025-06-07,Failed
T00001271,CUS000756,Withdrawal,6784.35,2025-08-31,Pending
T00001272,CUS000755,Deposit,6724.65,2025-07-05,Completed
T00001273,CUS000748,Deposit,7302.87,2025-09-12,Pending
T00001274,CUS000142,Withdrawal,9968.66,2025-09-10,Completed
T00001275,CUS000233,Deposit,8885.18,2025-05-26,Completed
T00001276,CUS000864,Withdrawal,5804.18,2025-08-21,Completed
T00001277,CUS000607,Withdrawal,5301.73,2025-06-28,Completed
T00001278,CUS000284,Withdrawal,7474.05,2025-07-07,Completed
T00001279,CUS000550,Deposit,7535.43,2025-07-15,Completed
T00001280,CUS000309,Deposit,5361.00,2025-06-10,Completed
T00001281,CUS000974,Withdrawal,760.32,2025-07-20,Completed
T00001282,CUS000874,Deposit,5138.38,2025-07-15,Failed
T00001283,CUS000739,Deposit,2027.36,2025-08-03,Completed
T00001284,CUS000099,Deposit,4835.82,2025-07-20,Completed
T00001285,CUS000841,Deposit,6841.28,2025-06-22,Completed
T00001286,CUS000129,Deposit,925.31,2025-06-08,Pending
T00001287,CUS000293,Withdrawal,7783.62,2025-07-22,Completed
T00001288,CUS000401,Deposit,1189.63,2025-09-01,Completed
T00001289,CUS000295,Deposit,2799.51,2025-07-24,Failed
T00001290,CUS000362,Deposit,3304.39,2025-07-21,Pending
T00001291,CUS000968,Deposit,6959.61,2025-06-17,Completed
T00001292,CUS000280,Deposit,3365.58,2025-06-04,Completed
T00001293,CUS000315,Deposit,5587.92,2025-08-31,Completed
T00001294,CUS000507,Withdrawal,8746.90,2025-08-10,Completed
T00001295,CUS000370,Withdrawal,3949.21,2025-09-19,Completed
T00001296,CUS000511,Withdrawal,3872.23,2025-06-14,Completed
T00001297,CUS000105,Deposit,7657.89,2025-05-31,Completed
T00001298,CUS000484,Deposit,2593.09,2025-07-30,Pending
T00001299,CUS000531,Withdrawal,7415.81,2025-07-01,Completed
T00001300,CUS000411,Deposit,6083.70,2025-06-18,Completed
T00001301,CUS000849,Withdrawal,2721.07,2025-07-18,Failed
T00001302,CUS000952,Deposit,6938.63,2025-08-26,Completed
T00001303,CUS000358,Withdrawal,9617.83,2025-06-16,Completed
T00001304,CUS000290,Deposit,3498.27,2025-05-27,Pending
T00001305,CUS000659,Deposit,7356.04,2025-05-28,Failed
T00001306,CUS000660,Withdrawal,9056.35,2025-07-30,Failed
T00001307,CUS000226,Withdrawal,2338.32,2025-08-12,Failed
T00001308,CUS000466,Deposit,422.25,2025-08-12,Completed
T00001309,CUS000389,Deposit,7604.42,2025-06-16,Completed
T00001310,CUS000234,Deposit,9348.86,2025-09-06,Completed
T00001311,CUS000707,Deposit,9725.68,2025-07-09,Completed
T00001312,CUS000769,Deposit,5073.92,2025-06-17,Completed
T00001313,CUS000014,Deposit,8315.29,2025-09-13,Completed
T00001314,CUS000081,Deposit,6971.03,2025-06-03,Completed
T00001315,CUS000869,Withdrawal,6977.62,2025-07-24,Pending
T00001316,CUS000938,Withdrawal,8120.68,2025-09-21,Pending
T00001317,CUS000793,Deposit,5813.17,2025-07-25,Completed
T00001318,CUS000343,Deposit,9472.73,2025-09-22,Completed
T00001319,CUS000393,Deposit,7861.82,2025-09-20,Completed
T00001320,CUS000769,Deposit,6853.76,2025-05-30,Pending
T00001321,CUS000300,Withdrawal,8684.64,2025-08-21,Completed
T00001322,CUS000759,Deposit,3774.54,2025-05-26,Completed
T00001323,CUS000560,Withdrawal,1067.19,2025-08-28,Pending
T00001324,CUS000673,Withdrawal,5632.06,2025-07-11,Pending
T00001325,CUS000083,Deposit,5939.74,2025-09-07,Pending
T00001326,CUS000798,Withdrawal,8406.17,2025-07-01,Completed
T00001327,CUS000032,Withdrawal,3465.46,2025-06-10,Completed
T00001328,CUS000843,Withdrawal,7468.01,2025-08-04,Pending
T00001329,CUS000566,Withdrawal,30.35,2025-07-19,Failed
T00001330,CUS000103,Withdrawal,8655.67,2025-07-23,Completed
T00001331,CUS000846,Deposit,3977.47,2025-09-08,Completed
T00001332,CUS000327,Withdrawal,2337.42,2025-07-19,Completed
T00001333,CUS000753,Withdrawal,5151.53,2025-05-28,Completed
T00001334,CUS000787,Deposit,6910.35,2025-06-21,Completed
T00001335,CUS000486,Withdrawal,7723.65,2025-06-22,Pending
T00001336,CUS000542,Deposit,4802.89,2025-06-29,Completed
T00001337,CUS000619,Withdrawal,7522.92,2025-08-04,Completed
T00001338,CUS000190,Deposit,4794.72,2025-09-09,Failed
T00001339,CUS000130,Withdrawal,9096.17,2025-07-08,Completed
T00001340,CUS000398,Withdrawal,9392.16,2025-07-13,Completed
T00001341,CUS000908,Deposit,9259.52,2025-05-30,Failed
T00001342,CUS000649,Deposit,9459.07,2025-09-13,Failed
T00001343,CUS000323,Deposit,7959.38,2025-08-06,Completed
T00001344,CUS000199,Deposit,124.62,2025-07-23,Completed
T00001345,CUS000217,Withdrawal,6111.17,2025-09-04,Completed
T00001346,CUS000262,Deposit,5402.90,2025-07-07,Failed
T00001347,CUS000985,Deposit,7026.53,2025-09-11,Completed
T00001348,CUS000499,Deposit,5348.32,2025-08-17,Completed
T00001349,CUS000215,Withdrawal,3035.73,2025-07-26,Completed
T00001350,CUS000389,Deposit,5614.13,2025-08-07,Failed
T00001351,CUS000789,Withdrawal,3193.49,2025-09-11,Completed
T00001352,CUS000294,Deposit,9803.25,2025-08-28,Completed
T00001353,CUS000933,Withdrawal,8585.50,2025-09-20,Completed
T00001354,CUS000504,Deposit,7156.09,2025-08-01,Pending
T00001355,CUS000662,Deposit,1007.33,2025-07-12,Completed
T00001356,CUS000291,Withdrawal,3653.35,2025-08-31,Completed
T00001357,CUS000500,Deposit,9015.28,2025-08-06,Completed
T00001358,CUS000279,Deposit,9142.61,2025-09-03,Completed
T00001359,CUS000034,Deposit,2695.30,2025-08-18,Completed
T00001360,CUS000313,Deposit,1056.12,2025-07-30,Pending
T00001361,CUS000364,Withdrawal,3334.09,2025-07-11,Completed
T00001362,CUS000403,Deposit,6117.55,2025-06-14,Failed
T00001363,CUS000887,Deposit,8369.75,2025-07-12,Completed
T00001364,CUS000562,Withdrawal,2609.72,2025-07-26,Completed
T00001365,CUS000595,Deposit,1171.29,2025-06-27,Pending
T00001366,CUS000491,Withdrawal,6559.53,2025-07-20,Pending
T00001367,CUS000716,Deposit,8636.00,2025-09-09,Completed
T00001368,CUS000259,Withdrawal,5540.74,2025-07-25,Pending
T00001369,CUS000321,Deposit,5027.95,2025-08-31,Completed
T00001370,CUS000215,Deposit,9283.65,2025-08-21,Completed
T00001371,CUS000254,Deposit,1918.15,2025-06-18,Completed
T00001372,CUS000123,Deposit,7708.35,2025-07-27,Completed
T00001373,CUS000741,Deposit,2804.68,2025-08-20,Completed
T00001374,CUS000356,Deposit,5149.42,2025-08-03,Completed
T00001375,CUS000807,Deposit,4831.74,2025-06-17,Completed
T00001376,CUS000358,Deposit,6081.47,2025-08-23,Pending
T00001377,CUS000673,Deposit,5091.74,2025-08-18,Completed
T00001378,CUS000832,Deposit,7563.39,2025-08-13,Completed
T00001379,CUS000227,Withdrawal,4623.27,2025-09-05,Completed
T00001380,CUS000443,Deposit,416.28,2025-06-02,Completed
T00001381,CUS000242,Deposit,8014.60,2025-08-18,Completed
T00001382,CUS000555,Deposit,8106.47,2025-08-26,Completed
T00001383,CUS000350,Deposit,9150.94,2025-07-12,Completed
T00001384,CUS000411,Deposit,9182.46,2025-07-22,Completed
T00001385,CUS000611,Deposit,2881.91,2025-09-02,Completed
T00001386,CUS000367,Withdrawal,9752.12,2025-08-16,Completed
T00001387,CUS000609,Deposit,6304.56,2025-08-28,Pending
T00001388,CUS000535,Deposit,249.18,2025-06-18,Completed
T00001389,CUS000282,Deposit,3203.69,2025-07-29,Completed
T00001390,CUS000673,Withdrawal,587.01,2025-07-02,Completed
T00001391,CUS000778,Deposit,5374.89,2025-08-19,Pending
T00001392,CUS000750,Deposit,808.35,2025-07-19,Completed
T00001393,CUS000682,Deposit,5108.20,2025-05-27,Completed
T00001394,CUS000807,Withdrawal,2382.30,2025-07-14,Pending
T00001395,CUS000742,Deposit,7234.52,2025-09-09,Completed
T00001396,CUS000713,Deposit,1578.06,2025-08-17,Completed
T00001397,CUS000021,Withdrawal,2519.47,2025-05-28,Completed
T00001398,CUS000355,Withdrawal,4271.42,2025-08-31,Completed
T00001399,CUS000461,Deposit,8976.98,2025-07-22,Completed
T00001400,CUS000087,Deposit,6218.19,2025-08-18,Completed
T00001401,CUS000186,Deposit,7963.96,2025-09-14,Completed
T00001402,CUS000924,Deposit,9922.55,2025-07-25,Completed
T00001403,CUS000842,Deposit,8856.99,2025-09-06,Pending
T00001404,CUS000270,Deposit,6400.94,2025-08-07,Completed
T00001405,CUS000820,Withdrawal,42.96,2025-08-02,Completed
T00001406,CUS000403,Deposit,7386.37,2025-06-13,Completed
T00001407,CUS000298,Deposit,1308.57,2025-07-09,Completed
T00001408,CUS000860,Withdrawal,2912.69,2025-08-17,Pending
T00001409,CUS000142,Withdrawal,41.30,2025-07-30,Completed
T00001410,CUS000997,Deposit,8894.59,2025-06-21,Completed
T00001411,CUS000171,Deposit,3309.03,2025-09-01,Completed
T00001412,CUS000363,Withdrawal,5709.59,2025-06-20,Completed
T00001413,CUS000703,Withdrawal,1618.06,2025-09-22,Completed
T00001414,CUS000118,Deposit,432.19,2025-06-24,Completed
T00001415,CUS000845,Deposit,4683.43,2025-05-29,Failed
T00001416,CUS000097,Deposit,7476.11,2025-09-15,Completed
T00001417,CUS000942,Withdrawal,3108.05,2025-08-15,Completed
T00001418,CUS000587,Deposit,5126.34,2025-07-20,Failed
T00001419,CUS000395,Deposit,8096.79,2025-07-14,Completed
T00001420,CUS000927,Withdrawal,7300.01,2025-07-29,Completed
T00001421,CUS000430,Withdrawal,614.68,2025-08-26,Completed
T00001422,CUS000213,Withdrawal,8183.30,2025-06-06,Completed
T00001423,CUS000286,Deposit,8939.31,2025-07-13,Pending
T00001424,CUS000591,Withdrawal,1076.81,2025-07-24,Pending
T00001425,CUS000479,Deposit,9085.40,2025-07-11,Completed
T00001426,CUS000333,Deposit,9428.17,2025-07-27,Completed
T00001427,CUS000715,Deposit,1374.35,2025-07-16,Completed
T00001428,CUS000656,Withdrawal,7098.92,2025-06-15,Completed
T00001429,CUS000774,Withdrawal,8060.29,2025-09-02,Completed
T00001430,CUS000291,Withdrawal,4296.17,2025-06-05,Completed
T00001431,CUS000513,Deposit,3770.18,2025-07-13,Pending
T00001432,CUS000428,Deposit,9372.08,2025-05-29,Completed
T00001433,CUS000529,Deposit,3487.62,2025-07-04,Completed
T00001434,CUS000094,Deposit,4802.64,2025-08-23,Completed
T00001435,CUS000394,Withdrawal,8863.71,2025-06-26,Completed
T00001436,CUS000304,Withdrawal,4298.43,2025-09-19,Completed
T00001437,CUS000712,Withdrawal,5332.58,2025-07-09,Completed
T00001438,CUS000301,Withdrawal,3933.36,2025-07-26,Failed
T00001439,CUS000934,Deposit,6085.66,2025-09-12,Completed
T00001440,CUS000219,Deposit,5918.89,2025-06-30,Failed
T00001441,CUS000797,Deposit,1618.19,2025-07-23,Completed
T00001442,CUS000878,Withdrawal,3628.34,2025-07-12,Pending
T00001443,CUS000347,Deposit,9456.04,2025-08-05,Completed
T00001444,CUS000899,Withdrawal,1816.78,2025-08-26,Failed
T00001445,CUS000052,Deposit,4652.61,2025-08-22,Completed
T00001446,CUS000227,Deposit,9648.41,2025-09-06,Completed
T00001447,CUS000363,Withdrawal,7064.11,2025-09-17,Completed
T00001448,CUS000834,Deposit,343.78,2025-07-08,Pending
T00001449,CUS000892,Deposit,1412.00,2025-08-16,Completed
T00001450,CUS000581,Deposit,1789.97,2025-06-11,Completed
T00001451,CUS000780,Deposit,1056.98,2025-08-19,Completed
T00001452,CUS000882,Deposit,6890.14,2025-06-19,Completed
T00001453,CUS000550,Deposit,2395.36,2025-07-13,Completed
T00001454,CUS000709,Withdrawal,4545.22,2025-08-27,Completed
T00001455,CUS000002,Deposit,3230.70,2025-09-13,Completed
T00001456,CUS000622,Deposit,2134.42,2025-06-01,Completed
T00001457,CUS000795,Withdrawal,2983.88,2025-07-03,Pending
T00001458,CUS000515,Withdrawal,4728.51,2025-06-28,Completed
T00001459,CUS000875,Deposit,8082.07,2025-08-23,Failed
T00001460,CUS000346,Withdrawal,2675.86,2025-08-08,Completed
T00001461,CUS000074,Deposit,9716.29,2025-07-19,Completed
T00001462,CUS000570,Deposit,2359.99,2025-07-16,Completed
T00001463,CUS000606,Deposit,5158.30,2025-06-13,Completed
T00001464,CUS000622,Deposit,1329.26,2025-08-06,Completed
T00001465,CUS000955,Withdrawal,4726.11,2025-09-18,Completed
T00001466,CUS000054,Withdrawal,7075.85,2025-09-11,Pending
T00001467,CUS000499,Deposit,2112.63,2025-06-07,Completed
T00001468,CUS000522,Deposit,3912.95,2025-09-16,Completed
T00001469,CUS000448,Deposit,793.75,2025-08-05,Completed
T00001470,CUS000624,Deposit,1414.29,2025-07-21,Completed
T00001471,CUS000766,Withdrawal,3847.25,2025-08-26,Completed
T00001472,CUS000111,Withdrawal,6786.04,2025-06-03,Completed
T00001473,CUS000347,Deposit,4466.39,2025-09-05,Completed
T00001474,CUS000876,Deposit,3114.37,2025-09-09,Completed
T00001475,CUS000390,Deposit,5586.47,2025-07-26,Completed
T00001476,CUS000099,Deposit,3856.99,2025-09-02,Pending
T00001477,CUS000011,Deposit,3060.08,2025-07-29,Pending
T00001478,CUS000783,Deposit,1581.97,2025-08-16,Completed
T00001479,CUS000837,Withdrawal,31.65,2025-05-31,Pending
T00001480,CUS000291,Deposit,5298.48,2025-07-24,Completed
T00001481,CUS000503,Deposit,5342.26,2025-09-13,Completed
T00001482,CUS000955,Deposit,9376.89,2025-08-04,Pending
T00001483,CUS000990,Deposit,4973.19,2025-06-04,Pending
T00001484,CUS000883,Withdrawal,5989.45,2025-08-24,Pending
T00001485,CUS000614,Deposit,9632.29,2025-05-29,Completed
T00001486,CUS000901,Deposit,4307.17,2025-06-13,Completed
T00001487,CUS000149,Deposit,4447.10,2025-05-30,Completed
T00001488,CUS000591,Withdrawal,942.50,2025-06-21,Pending
